run,c8_over_f4_TeV4,c6_over_f2_TeV2,f_peak_no_daisy_mHz,f_peak_with_daisy_mHz,f_peak_relative_difference,omega_peak_no_daisy,omega_peak_with_daisy,omega_peak_relative_difference
run05,2.0,3.193939393939394,13.49299699644052,12.688769735470949,-0.059603308381505404,4.1934992413261126e-16,3.694648845209413e-16,-0.11895802703399273
run05,2.0,3.197979797979798,12.885217184405017,11.571406623687016,-0.10196262444905513,4.832397320456819e-16,4.577921820510155e-16,-0.05266030151730319
run05,2.0,3.202020202020202,9.47648339602273,12.30481426276792,0.2984578507183623,9.17566820610392e-16,4.2712145256610833e-16,-0.5345064326955776
run05,2.0,3.206060606060606,11.750555064331126,10.077112648825867,-0.14241390354273578,6.141154221470968e-16,6.508570860076364e-16,0.059828596604986434
run05,2.0,3.21010101010101,9.923477436927469,12.688769735470949,0.2786616199935329,8.644912532275273e-16,4.252248688375123e-16,-0.5081212594691268
run05,2.0,3.214141414141414,10.077112648825867,11.050183107177936,0.09656242737997438,8.710018920242857e-16,5.663184087949104e-16,-0.34980806129050285
run05,2.0,3.2181818181818183,10.077112648825867,9.923477436927469,-0.015245955587913326,9.00108157247449e-16,7.206869568307148e-16,-0.19933293457244997
run05,2.0,3.2222222222222223,5.976960701163556,8.775786958281639,0.46826914163468164,2.6631750872154414e-15,9.643695254508553e-16,-0.6378872984805594
run05,2.0,3.2262626262626264,7.186991357381771,8.510236278416366,0.18411667069496165,1.8714023502727936e-15,1.0484548393899333e-15,-0.43974910620524743
run05,2.0,3.2303030303030305,8.380489594072982,10.23312644005646,0.22106546702160892,1.4179075388754465e-15,7.52212877548551e-16,-0.469490882215679
run05,2.0,3.234343434343434,8.641991700066688,7.88098468840946,-0.08805921575362723,1.3845791869725596e-15,1.2714276571622222e-15,-0.08172268576255858
run05,2.0,3.238383838383838,10.55243763123881,7.760831545860945,-0.26454608716319344,9.547349359415478e-16,1.376258672081735e-15,0.4415086536290678
run05,2.0,3.242424242424242,7.411251927676268,9.623198249142844,0.2984578507183619,2.003364153813199e-15,9.041134095946884e-16,-0.5487024124526733
run05,2.0,3.2464646464646463,7.298260309936079,10.881712506287604,0.49100087475269977,2.132491748351001e-15,7.335363433301374e-16,-0.6560191410366012
run05,2.0,3.2505050505050503,12.688769735470949,10.23312644005646,-0.1935288721135696,7.17659369637218e-16,8.5538210717833055e-16,0.1919054406141627
run05,2.0,3.2545454545454544,8.380489594072982,7.525992880893312,-0.1019626244490542,1.6881555577193568e-15,1.646072527946565e-15,-0.024928407563130393
run05,2.0,3.2585858585858585,5.976960701163556,5.450634229228843,-0.08805921575362724,3.4348700979299226e-15,3.1818765365688804e-15,-0.07365447721400371
run05,2.0,3.2626262626262625,6.355786610517259,5.205115353904921,-0.18104309145751707,3.144461171839624e-15,3.696402299709712e-15,0.17552804684409012
run05,2.0,3.2666666666666666,8.00299804111444,11.22126196879453,0.40213228981772153,2.0840538603058628e-15,8.048247727415843e-16,-0.6138176713804002
run05,2.0,3.2707070707070707,9.33200535103738,7.0774188063364125,-0.24159721944976584,1.5535315669085473e-15,2.124656696675866e-15,0.36763020586947576
run05,2.0,3.2747474747474747,6.258886570127066,7.760831545860945,0.23996999448791534,3.635827770025129e-15,1.7875385524927138e-15,-0.5083544475814488
run05,2.0,3.278787878787879,5.6207140693079705,6.355786610517259,0.13077920921527889,4.582218026443772e-15,2.7650348092206747e-15,-0.39657284021323636
run05,2.0,3.282828282828283,3.040201848140277,7.411251927676268,1.4377499580199942,1.6276589055087034e-14,2.1478223378067216e-15,-0.8680422335086572
run05,2.0,3.286868686868687,5.450634229228843,5.976960701163556,0.09656242737997436,5.157638008036212e-15,3.359589005421005e-15,-0.34861868937169177
run05,2.0,3.290909090909091,1.2664425335517384,7.411251927676268,4.852023863168438,1.0078955450327793e-13,2.268696288498468e-15,-0.9774907598343965
run05,2.0,3.294949494949495,7.88098468840946,6.758622895172531,-0.14241390354273664,2.6613669948537845e-15,2.795630902177713e-15,0.05044922687609459
run05,2.0,3.298989898989899,1.286049588461272,9.623198249142844,6.482758313119771,1.0365495902395947e-13,1.4357124418013737e-15,-0.9861491195855905
run05,2.0,3.3030303030303028,8.126900403737212,10.715810400696313,0.318560566556048,2.737911194869956e-15,1.192906836512534e-15,-0.5643003912078332
run05,2.0,3.307070707070707,5.450634229228843,5.6207140693079705,0.031203678861274533,6.333471748719189e-15,4.561366872060363e-15,-0.2797999181123998
run05,2.0,3.311111111111111,8.380489594072982,6.969516793537952,-0.16836400602811152,2.7336302649351507e-15,3.091413870503154e-15,0.1308822228658238
run05,2.0,3.315151515151515,8.91165363379737,9.04962379628282,0.015481993371263833,2.5366193788715348e-15,1.921191656232115e-15,-0.2426172912521094
run05,2.0,3.319191919191919,7.88098468840946,5.285700915310741,-0.32930958195053905,3.349669651819066e-15,5.826811762702228e-15,0.7395183311697409
run05,2.0,3.323232323232323,7.525992880893312,8.641991700066688,0.14828592543671273,3.837601938370626e-15,2.2189955053150986e-15,-0.42177548871646586
run05,2.0,3.327272727272727,1.7219876207698608,6.355786610517259,2.690959524828485,7.531707275963179e-14,4.3120797124444375e-15,-0.942747645992482
run05,2.0,3.3313131313131312,1.7219876207698608,1.326179066819292,-0.22985563262853878,7.8896763213789e-14,1.0109277044683275e-13,0.2813297571270262
run05,2.0,3.3353535353535357,4.820246238000243,7.760831545860945,0.6100487739980379,1.0352774151113927e-14,3.126006824790119e-15,-0.6980512875909912
run05,2.0,3.33939393939394,4.197775250242678,4.820246238000243,0.14828592543671287,1.4177736882563512e-14,8.271473579737781e-15,-0.4165871712635285
run05,2.0,3.3434343434343434,5.6207140693079705,9.623198249142844,0.7120953192923518,8.238934347554447e-15,2.207665730789838e-15,-0.7320447478204342
run05,2.0,3.3474747474747475,5.535020912234942,5.535020912234942,0.0,9.010581789515087e-15,6.781937248101622e-15,-0.2473363644517123
run05,2.0,3.351515151515152,4.74675697793289,4.820246238000243,0.015481993371262897,1.2761500515394704e-14,9.471320732147931e-15,-0.25782076169473167
run05,2.0,3.355555555555556,3.385384540676955,4.970655653643069,0.46826914163468036,2.585504426995274e-14,9.337726075657304e-15,-0.638843160423087
run05,2.0,3.35959595959596,1.5703507413474107,4.74675697793289,2.0227368020089718,1.2740092547920553e-13,1.0520954962413156e-14,-0.9174185358321404
run05,2.0,3.3636363636363638,5.125758396389326,4.603122618001695,-0.10196262444905417,1.230198648401425e-14,1.1649691306668643e-14,-0.05302356478713648
run05,2.0,3.367676767676768,4.133776155209441,2.5674850488811827,-0.37890080341055643,2.020557046864781e-14,4.040774211100551e-14,0.9998317876599732
run05,2.0,3.3717171717171714,4.674388131860708,5.6207140693079705,0.202449157141464,1.659641408814481e-14,8.609802309816692e-15,-0.48122514513741455
run05,2.0,3.3757575757575755,4.070752787536743,5.885836223762919,0.44588397551021575,2.2484143972745513e-14,8.284322140613191e-15,-0.6315482523748668
run05,2.0,3.37979797979798,5.535020912234942,6.758622895172531,0.22106546702160879,1.2712997585126686e-14,6.660097660256985e-15,-0.4761190179058296
run05,5.0,2.8,19.21187009332636,20.74582813044975,0.07984428531276813,8.3651514019344e-17,5.645518849939286e-17,-0.32511456413881673
run05,5.0,2.804040404040404,18.34648882945646,20.74582813044975,0.13077920921528013,9.388270189920987e-17,5.795969724328102e-17,-0.382637098519969
run05,5.0,2.808080808080808,18.63052904790005,20.118070324728365,0.07984428531276637,9.29908921772202e-17,6.21608466890256e-17,-0.3315383341998624
run05,5.0,2.812121212121212,20.42953815613841,18.34648882945646,-0.10196262444905342,7.974137680056664e-17,7.629337048331857e-17,-0.04323986436641965
run05,5.0,2.816161616161616,19.81135111804306,19.21187009332636,-0.030259472014037718,8.467448194719206e-17,7.089050977045797e-17,-0.162787794619524
run05,5.0,2.82020202020202,18.06677907556844,18.06677907556844,0.0,1.0555662836202631e-16,8.314022574204903e-17,-0.21236376121351674
run05,5.0,2.824242424242424,16.989939270866806,17.791333764165667,0.04716876738182568,1.2103386660152055e-16,8.775909634142538e-17,-0.27492115384238364
run05,5.0,2.8282828282828283,18.34648882945646,19.21187009332636,0.04716876738182591,1.0745964968145256e-16,7.508433678223366e-17,-0.3012787869231892
run05,5.0,2.8323232323232324,18.06677907556844,17.252977398036524,-0.04504409303551035,1.1406435455315034e-16,9.657475333085798e-17,-0.15333099714462298
run05,5.0,2.8363636363636364,15.49381854297249,17.520087879747475,0.1307792092152801,1.5654269126839898e-16,9.558647294972511e-17,-0.38939038178513163
run05,5.0,2.8404040404040405,15.25760047357916,18.918966775122765,0.23996999448791534,1.6659834414901099e-16,8.49096465933476e-17,-0.49033319012221604
run05,5.0,2.844444444444444,15.97728268112228,17.791333764165667,0.11353939961184722,1.5514759402945346e-16,9.84766416694925e-17,-0.3652712290801136
run05,5.0,2.848484848484848,15.733693738950372,16.989939270866806,0.07984428531276605,1.6198295989569854e-16,1.0799944809726092e-16,-0.33326660923592094
run05,5.0,2.852525252525252,15.024983774380862,15.97728268112228,0.06338102729702672,1.8389948149993262e-16,1.2639892429469272e-16,-0.31267384081918126
run05,5.0,2.8565656565656563,18.34648882945646,16.73091141130181,-0.08805921575362897,1.2387100782439018e-16,1.1582397847319034e-16,-0.06496297634558666
run05,5.0,2.8606060606060604,16.22464286568221,14.348197007390617,-0.11565406239299016,1.6134455524262235e-16,1.6065024207178962e-16,-0.00430329470857352
run05,5.0,2.8646464646464644,15.25760047357916,16.47583267897981,0.07984428531276612,1.902785212485159e-16,1.2810035812292047e-16,-0.3267744710102449
run05,5.0,2.8686868686868685,13.914028141593606,16.47583267897981,0.18411667069496052,2.3369847681173223e-16,1.2989815986373782e-16,-0.4441634295786021
run05,5.0,2.872727272727273,15.024983774380862,17.520087879747475,0.16606368052263865,2.058821352853884e-16,1.1690639268465374e-16,-0.4321683495141471
run05,5.0,2.8767676767676766,13.084706031441256,16.22464286568221,0.23996999448791562,2.784509728782872e-16,1.4192502421294586e-16,-0.4903051594832019
run05,5.0,2.8808080808080807,15.97728268112228,14.348197007390617,-0.10196262444905504,1.9018812311931382e-16,1.8170144745281087e-16,-0.04462253229755504
run05,5.0,2.8848484848484848,14.348197007390617,13.49299699644052,-0.05960330838150553,2.4268293271409177e-16,2.1278783091794231e-16,-0.1231858436100626
run05,5.0,2.888888888888889,15.733693738950372,10.881712506287604,-0.3083815735303904,2.0563517997750919e-16,3.325280743302904e-16,0.6170777508335871
run05,5.0,2.892929292929293,12.885217184405017,15.024983774380862,0.16606368052263848,3.1271305422546796e-16,1.791493919585607e-16,-0.42711252524369214
run05,5.0,2.896969696969697,13.701895486497882,17.520087879747475,0.27866161999353406,2.8062867269439577e-16,1.3690494460869436e-16,-0.5121491211349467
run05,5.0,2.901010101010101,12.688769735470949,13.49299699644052,0.0633810272970267,3.4080045549954213e-16,2.338267481264402e-16,-0.3138895668912791
run05,5.0,2.909090909090909,16.47583267897981,14.348197007390617,-0.12913676128209728,2.1127547930446161e-16,2.1767848931506774e-16,0.03030645123459394
run05,5.0,2.913131313131313,14.129445033049324,13.287283363484956,-0.05960330838150532,2.9579313341288547e-16,2.5781676256223793e-16,-0.1283882773493524
run05,5.0,2.9171717171717173,14.129445033049324,13.287283363484956,-0.05960330838150532,2.946230186834112e-16,2.6202074441777754e-16,-0.11065759359646851
run05,5.0,2.921212121212121,11.93247707994576,14.348197007390617,0.20244915714146394,4.3199632011425215e-16,2.3042023583818045e-16,-0.4666152809421152
run05,5.0,2.925252525252525,12.117215611000251,12.30481426276792,0.015481993371262853,4.230321387617658e-16,3.2005138238828743e-16,-0.2434348290295572
run05,5.0,2.929292929292929,10.881712506287604,13.287283363484956,0.22106546702160895,5.471497815759342e-16,2.900100320253836e-16,-0.4699622630021363
run05,5.0,2.933333333333333,9.772184540646425,12.885217184405017,0.31856056655604936,6.95743524940513e-16,3.1623438070015597e-16,-0.5454727649428078
run05,5.0,2.937373737373737,10.077112648825867,13.084706031441256,0.298457850718362,6.601988236552558e-16,3.064758497654409e-16,-0.5357824964476502
run05,5.0,2.9414141414141413,12.30481426276792,11.39498947221261,-0.07394055457694076,4.660590050864346e-16,4.203199243941255e-16,-0.09814010713906582
run05,5.0,2.9454545454545453,9.923477436927469,13.701895486497882,0.38075544319878024,7.144612171461837e-16,2.976333744196796e-16,-0.5834156322598799
run05,5.0,2.9494949494949494,7.525992880893312,12.117215611000251,0.6100487739980397,1.3055560021190476e-15,3.962146932457819e-16,-0.6965165089795566
run05,5.0,2.953535353535353,9.772184540646425,12.117215611000251,0.23996999448791662,7.8815334886341935e-16,4.042489623325626e-16,-0.48709351687013425
run05,5.0,2.957575757575757,7.760831545860945,10.881712506287604,0.40213228981772015,1.271411961529932e-15,5.047831207283646e-16,-0.6029743812375791
run05,5.0,2.9616161616161616,7.525992880893312,9.772184540646425,0.2984578507183622,1.3929564623920502e-15,6.580362830380924e-16,-0.5275973795275112
run05,5.0,2.9656565656565657,8.380489594072982,10.55243763123881,0.2591672017231448,1.1472530708847092e-15,5.799306708121108e-16,-0.494505017655002
run05,5.0,2.973737373737374,13.287283363484956,7.760831545860945,-0.41592037036038243,4.867567681001922e-16,1.118535646540869e-15,1.2979354779318317
run05,5.0,2.977777777777778,12.30481426276792,11.39498947221261,-0.07394055457694076,5.918534854633255e-16,5.284357046746521e-16,-0.10715114863102909
run05,5.0,2.981818181818182,11.750555064331126,14.129445033049324,0.20244915714146403,6.545422177975686e-16,3.580374660201466e-16,-0.45299561084862294
run05,5.0,2.985858585858586,8.126900403737212,8.775786958281639,0.07984428531276602,1.4310656329756709e-15,9.431950293704085e-16,-0.34091420572431325
run05,5.0,2.98989898989899,5.36753410184406,8.252721021916784,0.5375255872303623,3.391416444407041e-15,1.1084111656931346e-15,-0.6731716131408537
run05,5.0,2.993939393939394,8.91165363379737,9.923477436927469,0.11353939961184824,1.257569166531567e-15,7.80887997610545e-16,-0.3790496631177197
run05,5.0,2.9979797979797977,10.55243763123881,9.33200535103738,-0.11565406239299017,9.09149775850057e-16,9.310830903366377e-16,0.024125083753194537
run05,5.0,3.002020202020202,9.04962379628282,12.117215611000251,0.3389745125070791,1.2894138466075004e-15,5.571815887093921e-16,-0.5678799400399187
run05,5.0,3.01010101010101,6.258886570127066,12.30481426276792,0.965974958149483,2.866714678105619e-15,5.722633028934973e-16,-0.8003766097602499
run05,5.0,3.014141414141414,10.077112648825867,9.623198249142844,-0.04504409303550968,1.1509944808343257e-15,9.879755066783368e-16,-0.141633150176203
run05,5.0,3.018181818181818,10.715810400696313,5.885836223762919,-0.45073344864514797,1.0377447956576545e-15,2.696838178617837e-15,1.5987489312425394
run05,5.0,3.022222222222222,10.715810400696313,9.04962379628282,-0.1554886230821352,1.0793186634723476e-15,1.1585573907832013e-15,0.07341550738678936
run05,5.0,3.026262626262626,6.5541105348226285,4.603122618001695,-0.29767394163634325,2.9970352931309802e-15,4.618103929315026e-15,0.5408907395583344
run05,5.0,3.0303030303030303,4.463834557965092,5.885836223762919,0.31856056655604814,6.550244856519609e-15,2.944473987935226e-15,-0.5504787908799282
run05,5.0,3.0343434343434343,8.252721021916784,5.125758396389326,-0.3789008034105565,2.012475485895003e-15,4.049164057250128e-15,1.0120314933671621
run05,5.0,3.0383838383838384,5.535020912234942,11.39498947221261,1.0587075736289344,4.5306735167682886e-15,8.267652400579165e-16,-0.8175182482255652
run05,5.0,3.0424242424242425,8.91165363379737,9.47648339602273,0.06338102729702687,1.8024749487806638e-15,1.2506410668807633e-15,-0.30615342658337885
run05,5.0,3.0464646464646465,7.760831545860945,7.298260309936079,-0.059603308381505495,2.4514332744566388e-15,2.2014933977455842e-15,-0.10195663056195313
run05,5.0,3.0505050505050506,10.077112648825867,10.077112648825867,0.0,1.5102856218307678e-15,1.2015967276912323e-15,-0.20439106992579514
run05,5.0,3.0545454545454547,8.775786958281639,6.163463863449122,-0.2976739416363439,2.0965545735569502e-15,3.2484294527326973e-15,0.5494132581636124
run05,5.0,3.0585858585858587,5.450634229228843,6.163463863449122,0.13077920921527886,5.574026329328586e-15,3.3464189826830207e-15,-0.3996406215242779
run05,5.0,3.062626262626263,8.00299804111444,5.047611311523601,-0.36928494976606197,2.653164969668593e-15,5.2165062082532544e-15,0.966144686775677
run05,5.0,3.066666666666667,4.463834557965092,4.133776155209441,-0.07394055457694056,8.931674138903642e-15,8.171600003639535e-15,-0.08509873103783049
run05,5.0,3.070707070707071,5.796101026097705,4.008690271328588,-0.30838157353038975,5.610174066107272e-15,8.824836665544243e-15,0.5730058571368939
run05,5.0,3.0747474747474746,6.454186856690455,5.707733927270761,-0.11565406239299011,4.571690984093607e-15,4.529763993071806e-15,-0.009171002845047679
run05,5.0,3.078787878787879,4.262765178840986,9.623198249142844,1.2575013742040837,1.0859940592305334e-14,1.6798736080958128e-15,-0.8453146595216124
run05,5.0,3.0828282828282827,8.252721021916784,7.411251927676268,-0.1019626244490542,3.0670972019199602e-15,2.8856064591459084e-15,-0.05917345647227651
run05,5.0,3.0868686868686868,4.532943615001923,4.070752787536743,-0.1019626244490543,1.0474541143572427e-14,1.0043835790338956e-14,-0.04111925738129051
run05,5.0,3.090909090909091,4.820246238000243,7.642510252787481,0.5855020418952913,9.646109049247132e-15,2.9579560191424127e-15,-0.6933524176389776
run05,5.0,3.094949494949495,4.820246238000243,6.454186856690455,0.3389745125070788,9.961250659817382e-15,4.263982867323322e-15,-0.5719430207168893
run05,5.0,3.098989898989899,5.36753410184406,8.510236278416366,0.5855020418952913,8.430192268705462e-15,2.5529459137568098e-15,-0.6971663477671975
run05,5.0,3.103030303030303,5.205115353904921,6.258886570127066,0.2024491571414642,9.353371923591816e-15,4.9372777042181916e-15,-0.47213927292199315
run05,5.0,3.107070707070707,5.285700915310741,5.125758396389326,-0.030259472014037014,9.358691113644876e-15,7.688363229909116e-15,-0.1784787919007647
run05,5.0,3.111111111111111,3.947573957486212,4.894873258304822,0.23996999448791667,1.7752488406148133e-14,8.704640562025114e-15,-0.5096664556045857
run05,5.0,3.1151515151515152,1.137312729116894,5.285700915310741,3.6475351765516657,2.2044458545477661e-13,7.91395847277103e-15,-0.9641000097305881
run05,5.0,3.1191919191919197,5.976960701163556,4.970655653643069,-0.1683640060281115,8.487511328351715e-15,9.312097192832695e-15,0.09715284405294759
run05,5.0,3.123232323232324,8.00299804111444,5.285700915310741,-0.3395348982773595,4.842668528453216e-15,8.550479543973274e-15,0.7656545133607069
run05,5.0,3.1272727272727274,3.545068956574178,4.970655653643069,0.4021322898177204,2.624293669224033e-14,1.0229959617558294e-14,-0.6101823611614644
run05,5.0,3.1313131313131315,1.6957342739806671,4.603122618001695,1.7145306246573953,1.1783491471641992e-13,1.233911477854248e-14,-0.8952847311152416
run05,5.0,3.135353535353536,3.1350673302830963,4.328761281083057,0.3807554431987815,3.672018978988745e-14,1.4670640077870442e-14,-0.600474829737654
run05,5.0,3.13939393939394,2.903258713245916,5.6207140693079705,0.9360017912505881,4.386146228461328e-14,9.111384007524593e-15,-0.7922690322451723
run05,5.0,3.143434343434344,4.532943615001923,3.4910209927061624,-0.2298556326285383,1.899038659041018e-14,2.4746765304256262e-14,0.30312067036870927
run05,5.0,3.147474747474748,3.0872702330004858,4.070752787536743,0.3185605665560481,4.394828453682528e-14,1.910086560121049e-14,-0.5653785852504565
run05,5.0,3.151515151515152,3.769759068880649,4.008690271328588,0.06338102729702684,3.062301121744815e-14,2.0539118867547e-14,-0.32929133840879854
run05,5.0,3.155555555555556,2.730214888849026,3.4377970416948918,0.2591672017231436,6.143621945291355e-14,2.9070326641421995e-14,-0.5268210365108434
run05,5.0,3.1595959595959595,5.285700915310741,2.4897943068981045,-0.528956642309049,1.729493785869939e-14,5.934904247766184e-14,2.4315846036884805
